Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
03/17/2023 07:31:31.046	EXCEL (0x4F8)	0x2194	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Text.GDIAssistant.RegisterCloudFontCallback","Flags":30962256044949761,"InternalSequenceNumber":32,"Time":"2023-03-17T07:31:31.046Z","Contract":"Office.System.Activity","Activity.CV":"2vQcCqNtLUeemGt0NEQK/A.1.19","Activity.Duration":11,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true}	
03/17/2023 07:31:31.437	EXCEL (0x4F8)	0x1C30	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Docs.DocumentMru.AggregatedMru.CacheIdentities","Flags":30962256044949761,"InternalSequenceNumber":56,"Time":"2023-03-17T07:31:31.437Z","Contract":"Office.System.Activity","Activity.CV":"2vQcCqNtLUeemGt0NEQK/A.9","Activity.Duration":26,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Activity.Result.Tag":42254603,"Data.Reason":0,"Data.MsaSignedInCount":0,"Data.MsaNotSignedInCount":0,"Data.OrgIdSignedInCount":0,"Data.OrgIdNotSignedInCount":0,"Data.ActiveDirectoryCount":0,"Data.SSPICount":0,"Data.OAuth2Count":0,"Data.BadgerCount":0,"Data.TotalCount":0,"Data.HasChanges":false,"Data.StopwatchDuration":12}	
03/17/2023 07:31:31.468	EXCEL (0x4F8)	0x2170	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.ProgrammableSurfaces.Banner.GetThemedImage","Flags":30962264634884353,"InternalSequenceNumber":62,"Time":"2023-03-17T07:31:31.468Z","Contract":"Office.System.Activity","Activity.CV":"2vQcCqNtLUeemGt0NEQK/A.12.1.1.1","Activity.Duration":26643,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Activity.Result.Tag":41164928,"Data.StopwatchDuration":26629}	
03/17/2023 07:31:31.468	EXCEL (0x4F8)	0x2170	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.ProgrammableSurfaces.Banner.GetThemedImage","Flags":30962264634884353,"InternalSequenceNumber":63,"Time":"2023-03-17T07:31:31.468Z","Contract":"Office.System.Activity","Activity.CV":"2vQcCqNtLUeemGt0NEQK/A.12.1.1.2","Activity.Duration":6,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Activity.Result.Tag":41164894,"Data.StopwatchDuration":1}	
03/17/2023 07:31:31.468	EXCEL (0x4F8)	0x2170	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.ProgrammableSurfaces.Banner.GetThemedImage","Flags":30962264634884353,"InternalSequenceNumber":64,"Time":"2023-03-17T07:31:31.468Z","Contract":"Office.System.Activity","Activity.CV":"2vQcCqNtLUeemGt0NEQK/A.12.1.1.3","Activity.Duration":3,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Activity.Result.Tag":41164894,"Data.StopwatchDuration":0}	
03/17/2023 07:31:31.468	EXCEL (0x4F8)	0x2170	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.ProgrammableSurfaces.Banner.GetThemedImage","Flags":30962264634884353,"InternalSequenceNumber":65,"Time":"2023-03-17T07:31:31.468Z","Contract":"Office.System.Activity","Activity.CV":"2vQcCqNtLUeemGt0NEQK/A.12.1.1.4","Activity.Duration":3,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Activity.Result.Tag":41164894,"Data.StopwatchDuration":0}	
03/17/2023 07:31:31.469	EXCEL (0x4F8)	0x2170	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.ProgrammableSurfaces.Banner.GetThemedImage","Flags":30962264634884353,"InternalSequenceNumber":66,"Time":"2023-03-17T07:31:31.469Z","Contract":"Office.System.Activity","Activity.CV":"2vQcCqNtLUeemGt0NEQK/A.12.1.1.5","Activity.Duration":19,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Activity.Result.Tag":41164894,"Data.StopwatchDuration":16}	
03/17/2023 07:31:31.469	EXCEL (0x4F8)	0x2170	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.ProgrammableSurfaces.Banner.ParseCreative","Flags":30962264634884353,"InternalSequenceNumber":69,"Time":"2023-03-17T07:31:31.469Z","Contract":"Office.System.Activity","Activity.CV":"2vQcCqNtLUeemGt0NEQK/A.12.1","Activity.Duration":27027,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Activity.Result.Tag":42811393,"Data.PayloadId":"425721319","Data.CreativeId":"128000000003864549","Data.DeferredFlightId":"","Data.IsControlCreative":false,"Data.NumOfCompleteTabs":1,"Data.IsReadStateSuccessful":false,"Data.AreAllTasksCompleted":false,"Data.StopwatchDuration":27021}	
03/17/2023 07:31:31.859	EXCEL (0x4F8)	0x2194	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Performance.Boot","Flags":2814766963868161,"InternalSequenceNumber":88,"Time":"2023-03-17T07:31:31.859Z","Contract":"Office.System.Activity","Activity.CV":"2vQcCqNtLUeemGt0NEQK/A.1","Activity.Duration":1129202,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.ActivationKind":"Launch","Data.InitializationDuration":62892,"Data.DurationUntilMso20Initialization":21261,"Data.LoadAccountsDuration":275,"Data.IdentityMainThreadDuration":1113,"Data.OneAuthStackUsed":false,"Data.TotalWorkingSetMB":108.437500,"Data.PrivateCommitUsageMB":80.054687,"Data.PageFaultCount":30188,"Data.FreeMemoryPercentage":66,"Data.BootToStart":true}	
03/17/2023 07:31:31.879	EXCEL (0x4F8)	0x2194	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.ProgrammableSurfaces.Banner.GetContent","Flags":30962264634884353,"InternalSequenceNumber":91,"Time":"2023-03-17T07:31:31.879Z","Contract":"Office.System.Activity","Activity.CV":"2vQcCqNtLUeemGt0NEQK/A.1.32","Activity.Duration":439600,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Activity.Result.Tag":41164869,"Data.DetachedDuration":439595,"Data.StopwatchDuration":439592}	
